Original_Index,Filename,Split,GroundTruth_CD,Predicted_CD,Error
0,TH0011AV/viewpoint_simulated_0_surface0.pcd,Testing,1.9374059438705444,2.0017011165618896,0.06429517269134521
1,TH0011AV/viewpoint_simulated_1_surface0.pcd,Testing,1.968840479850769,2.003016710281372,0.03417623043060303
2,TH0011AV/viewpoint_simulated_10_surface0.pcd,Testing,1.969947099685669,2.0111937522888184,0.041246652603149414
3,TH0011AV/viewpoint_simulated_100_surface0.pcd,Testing,1.8592361211776733,1.9512473344802856,0.0920112133026123
4,TH0011AV/viewpoint_simulated_101_surface0.pcd,Testing,2.1146299839019775,1.9005881547927856,0.2140418291091919
5,TH0011AV/viewpoint_simulated_102_surface0.pcd,Testing,1.8915700912475586,1.9061800241470337,0.014609932899475098
6,TH0011AV/viewpoint_simulated_103_surface0.pcd,Testing,2.0341832637786865,1.9312922954559326,0.1028909683227539
7,TH0011AV/viewpoint_simulated_104_surface0.pcd,Testing,1.9817876815795898,1.974230408668518,0.007557272911071777
8,TH0011AV/viewpoint_simulated_105_surface0.pcd,Testing,2.027348756790161,2.016028881072998,0.011319875717163086
9,TH0011AV/viewpoint_simulated_106_surface0.pcd,Testing,1.9215037822723389,2.0580947399139404,0.13659095764160156
10,TH0011AV/viewpoint_simulated_107_surface0.pcd,Testing,2.0458824634552,2.0948989391326904,0.049016475677490234
11,TH0011AV/viewpoint_simulated_108_surface0.pcd,Testing,1.9603885412216187,2.0409088134765625,0.08052027225494385
12,TH0011AV/viewpoint_simulated_109_surface0.pcd,Testing,2.029000997543335,2.056046962738037,0.02704596519470215
13,TH0011AV/viewpoint_simulated_11_surface0.pcd,Testing,1.8794660568237305,2.015951156616211,0.13648509979248047
14,TH0011AV/viewpoint_simulated_110_surface0.pcd,Testing,2.0068747997283936,2.0401549339294434,0.033280134201049805
15,TH0011AV/viewpoint_simulated_111_surface0.pcd,Testing,1.8384422063827515,2.0178377628326416,0.17939555644989014
16,TH0011AV/viewpoint_simulated_112_surface0.pcd,Testing,2.0369346141815186,1.9947220087051392,0.042212605476379395
17,TH0011AV/viewpoint_simulated_113_surface0.pcd,Testing,1.9133939743041992,1.9100252389907837,0.0033687353134155273
18,TH0011AV/viewpoint_simulated_114_surface0.pcd,Testing,2.0430500507354736,1.901633381843567,0.14141666889190674
