Original_Index,Filename,Split,GroundTruth_CD,Predicted_CD,Error
0,TH0011AV/viewpoint_simulated_0_surface0.pcd,Testing,1.9355298280715942,1.8835601806640625,0.05196964740753174
1,TH0011AV/viewpoint_simulated_1_surface0.pcd,Testing,1.9770139455795288,1.8653137683868408,0.11170017719268799
2,TH0011AV/viewpoint_simulated_10_surface0.pcd,Testing,1.9674052000045776,1.932584524154663,0.03482067584991455
3,TH0011AV/viewpoint_simulated_100_surface0.pcd,Testing,1.8672890663146973,2.0503859519958496,0.18309688568115234
4,TH0011AV/viewpoint_simulated_101_surface0.pcd,Testing,2.117499351501465,1.9537194967269897,0.1637798547744751
5,TH0011AV/viewpoint_simulated_102_surface0.pcd,Testing,1.8861879110336304,1.9720535278320312,0.08586561679840088
6,TH0011AV/viewpoint_simulated_103_surface0.pcd,Testing,2.034348726272583,1.9913891553878784,0.04295957088470459
7,TH0011AV/viewpoint_simulated_104_surface0.pcd,Testing,1.9759246110916138,2.088585138320923,0.11266052722930908
8,TH0011AV/viewpoint_simulated_105_surface0.pcd,Testing,2.0318539142608643,2.1080565452575684,0.0762026309967041
9,TH0011AV/viewpoint_simulated_106_surface0.pcd,Testing,1.931296706199646,2.237665891647339,0.30636918544769287
10,TH0011AV/viewpoint_simulated_107_surface0.pcd,Testing,2.0434515476226807,2.1797893047332764,0.1363377571105957
11,TH0011AV/viewpoint_simulated_108_surface0.pcd,Testing,1.9618196487426758,2.1934218406677246,0.23160219192504883
12,TH0011AV/viewpoint_simulated_109_surface0.pcd,Testing,2.0251455307006836,2.085078001022339,0.05993247032165527
13,TH0011AV/viewpoint_simulated_11_surface0.pcd,Testing,1.875463604927063,1.899298906326294,0.023835301399230957
14,TH0011AV/viewpoint_simulated_110_surface0.pcd,Testing,2.001664400100708,2.164027452468872,0.16236305236816406
15,TH0011AV/viewpoint_simulated_111_surface0.pcd,Testing,1.8420504331588745,2.213813066482544,0.37176263332366943
16,TH0011AV/viewpoint_simulated_112_surface0.pcd,Testing,2.0406370162963867,2.0621585845947266,0.021521568298339844
17,TH0011AV/viewpoint_simulated_113_surface0.pcd,Testing,1.9109210968017578,1.980262279510498,0.06934118270874023
18,TH0011AV/viewpoint_simulated_114_surface0.pcd,Testing,2.0433013439178467,1.9790523052215576,0.06424903869628906
19,TH0011AV/viewpoint_simulated_115_surface0.pcd,Testing,1.8807566165924072,1.9703195095062256,0.08956289291381836
20,TH0011AV/viewpoint_simulated_116_surface0.pcd,Testing,1.8776887655258179,2.139383554458618,0.2616947889328003
21,TH0011AV/viewpoint_simulated_117_surface0.pcd,Testing,2.0316989421844482,2.125384569168091,0.09368562698364258
22,TH0011AV/viewpoint_simulated_118_surface0.pcd,Testing,2.084805965423584,2.3486669063568115,0.26386094093322754
23,TH0011AV/viewpoint_simulated_119_surface0.pcd,Testing,1.947702407836914,2.3252155780792236,0.37751317024230957
24,TH0011AV/viewpoint_simulated_12_surface0.pcd,Testing,2.0848960876464844,1.9230482578277588,0.16184782981872559
25,TH0011AV/viewpoint_simulated_120_surface0.pcd,Testing,2.050997734069824,2.1903278827667236,0.13933014869689941
26,TH0011AV/viewpoint_simulated_121_surface0.pcd,Testing,2.108799457550049,2.1395647525787354,0.030765295028686523
27,TH0011AV/viewpoint_simulated_122_surface0.pcd,Testing,2.0006039142608643,2.1270720958709717,0.12646818161010742
28,TH0011AV/viewpoint_simulated_123_surface0.pcd,Testing,1.9685859680175781,2.1874847412109375,0.21889877319335938
29,TH0011AV/viewpoint_simulated_124_surface0.pcd,Testing,2.0277163982391357,2.066870927810669,0.0391545295715332
30,TH0011AV/viewpoint_simulated_125_surface0.pcd,Testing,2.0990817546844482,1.9576653242111206,0.14141643047332764
31,TH0011AV/viewpoint_simulated_126_surface0.pcd,Testing,1.9572714567184448,1.9897016286849976,0.032430171966552734
32,TH0011AV/viewpoint_simulated_127_surface0.pcd,Testing,2.074323892593384,1.9727855920791626,0.10153830051422119
33,TH0011AV/viewpoint_simulated_128_surface0.pcd,Testing,1.935192584991455,2.1567516326904297,0.2215590476989746
34,TH0011AV/viewpoint_simulated_129_surface0.pcd,Testing,2.1946349143981934,2.141446352005005,0.05318856239318848
35,TH0011AV/viewpoint_simulated_13_surface0.pcd,Testing,1.9700278043746948,1.921831727027893,0.04819607734680176
36,TH0011AV/viewpoint_simulated_130_surface0.pcd,Testing,2.0540623664855957,2.407902479171753,0.3538401126861572
37,TH0011AV/viewpoint_simulated_131_surface0.pcd,Testing,2.049192190170288,2.3561551570892334,0.3069629669189453
38,TH0011AV/viewpoint_simulated_132_surface0.pcd,Testing,2.1159286499023438,2.2552688121795654,0.13934016227722168
39,TH0011AV/viewpoint_simulated_133_surface0.pcd,Testing,2.058534622192383,2.1988348960876465,0.14030027389526367
40,TH0011AV/viewpoint_simulated_134_surface0.pcd,Testing,2.1514079570770264,2.117980718612671,0.03342723846435547
41,TH0011AV/viewpoint_simulated_135_surface0.pcd,Testing,2.0168585777282715,2.1499273777008057,0.13306879997253418
42,TH0011AV/viewpoint_simulated_136_surface0.pcd,Testing,1.9913688898086548,2.0250132083892822,0.03364431858062744
43,TH0011AV/viewpoint_simulated_137_surface0.pcd,Testing,2.0655453205108643,1.9456682205200195,0.11987709999084473
44,TH0011AV/viewpoint_simulated_138_surface0.pcd,Testing,2.0022099018096924,2.0084893703460693,0.006279468536376953
45,TH0011AV/viewpoint_simulated_139_surface0.pcd,Testing,2.2533915042877197,1.9850311279296875,0.2683603763580322
46,TH0011AV/viewpoint_simulated_14_surface0.pcd,Testing,1.892008900642395,1.973095178604126,0.08108627796173096
47,TH0011AV/viewpoint_simulated_140_surface0.pcd,Testing,1.9695346355438232,2.1250545978546143,0.15551996231079102
48,TH0011AV/viewpoint_simulated_141_surface0.pcd,Testing,2.042698860168457,2.1583752632141113,0.1156764030456543
49,TH0011AV/viewpoint_simulated_142_surface0.pcd,Testing,2.0102336406707764,2.4233057498931885,0.4130721092224121
50,TH0011AV/viewpoint_simulated_143_surface0.pcd,Testing,2.1004676818847656,2.3507626056671143,0.25029492378234863
51,TH0011AV/viewpoint_simulated_144_surface0.pcd,Testing,2.006131649017334,1.9354102611541748,0.07072138786315918
52,TH0011AV/viewpoint_simulated_145_surface0.pcd,Testing,1.9514628648757935,1.9173208475112915,0.03414201736450195
53,TH0011AV/viewpoint_simulated_146_surface0.pcd,Testing,2.113335609436035,1.912217378616333,0.20111823081970215
54,TH0011AV/viewpoint_simulated_147_surface0.pcd,Testing,1.9165773391723633,1.9701204299926758,0.0535430908203125
55,TH0011AV/viewpoint_simulated_148_surface0.pcd,Testing,2.0958950519561768,1.9397739171981812,0.1561211347579956
56,TH0011AV/viewpoint_simulated_149_surface0.pcd,Testing,1.9667502641677856,1.9489243030548096,0.017825961112976074
57,TH0011AV/viewpoint_simulated_15_surface0.pcd,Testing,1.9356595277786255,2.0306854248046875,0.09502589702606201
58,TH0011AV/viewpoint_simulated_150_surface0.pcd,Testing,1.9940435886383057,1.9801368713378906,0.013906717300415039
59,TH0011AV/viewpoint_simulated_151_surface0.pcd,Testing,1.9984447956085205,2.0194010734558105,0.02095627784729004
60,TH0011AV/viewpoint_simulated_152_surface0.pcd,Testing,1.799974799156189,2.0183441638946533,0.21836936473846436
61,TH0011AV/viewpoint_simulated_153_surface0.pcd,Testing,1.9991445541381836,1.9833194017410278,0.01582515239715576
62,TH0011AV/viewpoint_simulated_154_surface0.pcd,Testing,2.15869402885437,1.9614956378936768,0.19719839096069336
63,TH0011AV/viewpoint_simulated_155_surface0.pcd,Testing,1.8978264331817627,1.9153614044189453,0.017534971237182617
64,TH0011AV/viewpoint_simulated_156_surface0.pcd,Testing,2.036184549331665,1.955413579940796,0.08077096939086914
65,TH0011AV/viewpoint_simulated_157_surface0.pcd,Testing,1.9893946647644043,1.906252384185791,0.08314228057861328
66,TH0011AV/viewpoint_simulated_158_surface0.pcd,Testing,1.9742357730865479,1.9690017700195312,0.0052340030670166016
67,TH0011AV/viewpoint_simulated_159_surface0.pcd,Testing,1.8869266510009766,2.036695957183838,0.14976930618286133
68,TH0011AV/viewpoint_simulated_16_surface0.pcd,Testing,2.065858840942383,1.9575546979904175,0.10830414295196533
69,TH0011AV/viewpoint_simulated_160_surface0.pcd,Testing,2.072878837585449,1.991042971611023,0.08183586597442627
70,TH0011AV/viewpoint_simulated_161_surface0.pcd,Testing,1.9847068786621094,1.9699885845184326,0.014718294143676758
71,TH0011AV/viewpoint_simulated_162_surface0.pcd,Testing,1.9177618026733398,1.9599430561065674,0.04218125343322754
72,TH0011AV/viewpoint_simulated_163_surface0.pcd,Testing,2.035057544708252,2.0073318481445312,0.027725696563720703
73,TH0011AV/viewpoint_simulated_164_surface0.pcd,Testing,1.936188817024231,2.048518657684326,0.11232984066009521
74,TH0011AV/viewpoint_simulated_165_surface0.pcd,Testing,2.0421383380889893,2.05847430229187,0.01633596420288086
75,TH0011AV/viewpoint_simulated_166_surface0.pcd,Testing,2.0322389602661133,2.02698016166687,0.005258798599243164
76,TH0011AV/viewpoint_simulated_167_surface0.pcd,Testing,1.9527426958084106,2.0419905185699463,0.08924782276153564
77,TH0011AV/viewpoint_simulated_168_surface0.pcd,Testing,1.938265323638916,2.0332581996917725,0.09499287605285645
78,TH0011AV/viewpoint_simulated_169_surface0.pcd,Testing,1.9961490631103516,2.0072758197784424,0.01112675666809082
79,TH0011AV/viewpoint_simulated_17_surface0.pcd,Testing,2.027589797973633,1.925036907196045,0.10255289077758789
80,TH0011AV/viewpoint_simulated_170_surface0.pcd,Testing,2.028001546859741,2.1191046237945557,0.09110307693481445
